date;start;final;high;low
08.03.2005;4.417,11;4.396,50;4.422,89;4.388,11
07.03.2005;4.424,77;4.428,09;4.435,31;4.417,56
04.03.2005;4.380,73;4.423,52;4.424,28;4.373,30
03.03.2005;4.378,72;4.373,27;4.399,88;4.371,65
02.03.2005;4.374,95;4.393,43;4.396,67;4.363,86
01.03.2005;4.345,24;4.383,62;4.388,42;4.335,04
28.02.2005;4.360,34;4.350,49;4.375,80;4.346,24
25.02.2005;4.327,70;4.348,64;4.352,16;4.327,10
24.02.2005;4.304,74;4.304,29;4.311,68;4.288,62
23.02.2005;4.293,65;4.310,66;4.310,66;4.276,01
22.02.2005;4.347,30;4.323,21;4.350,10;4.304,55
21.02.2005;4.363,21;4.353,34;4.373,15;4.342,21
18.02.2005;4.363,47;4.359,47;4.387,48;4.351,02
17.02.2005;4.370,32;4.369,68;4.387,90;4.359,63
16.02.2005;4.392,79;4.368,77;4.392,79;4.348,66
15.02.2005;4.386,33;4.402,03;4.409,09;4.377,30
14.02.2005;4.395,37;4.386,40;4.398,79;4.372,52
11.02.2005;4.355,22;4.387,80;4.391,79;4.355,22
10.02.2005;4.362,54;4.342,01;4.367,91;4.338,96
09.02.2005;4.373,48;4.353,15;4.387,22;4.344,46
08.02.2005;4.369,07;4.371,39;4.376,60;4.356,45
07.02.2005;4.342,75;4.366,35;4.373,90;4.342,75
04.02.2005;4.295,39;4.339,28;4.340,27;4.295,25
03.02.2005;4.297,16;4.281,64;4.302,40;4.273,42
02.02.2005;4.282,55;4.296,31;4.300,05;4.279,90
01.02.2005;4.256,65;4.279,97;4.281,05;4.249,69
31.01.2005;4.211,86;4.254,85;4.258,41;4.211,86
28.01.2005;4.225,36;4.201,81;4.235,34;4.188,21
27.01.2005;4.209,93;4.216,41;4.224,30;4.185,63
26.01.2005;4.235,80;4.214,12;4.245,08;4.211,61
25.01.2005;4.193,54;4.233,95;4.241,34;4.189,51
24.01.2005;4.195,37;4.201,89;4.201,89;4.160,83
21.01.2005;4.213,28;4.213,70;4.221,83;4.198,34
20.01.2005;4.230,74;4.220,43;4.230,74;4.198,94
19.01.2005;4.259,67;4.245,55;4.269,73;4.241,04
18.01.2005;4.239,54;4.250,71;4.256,22;4.207,74
17.01.2005;4.235,94;4.245,51;4.254,38;4.235,94
14.01.2005;4.191,14;4.232,36;4.236,09;4.191,14
13.01.2005;4.218,21;4.212,14;4.234,09;4.200,62
12.01.2005;4.257,64;4.208,82;4.258,34;4.193,24
11.01.2005;4.305,86;4.258,01;4.314,38;4.247,78
10.01.2005;4.311,86;4.307,37;4.324,38;4.291,25
07.01.2005;4.297,99;4.316,40;4.325,77;4.288,26
06.01.2005;4.260,37;4.300,94;4.300,99;4.260,37
05.01.2005;4.262,21;4.258,24;4.274,65;4.242,07
04.01.2005;4.281,63;4.290,50;4.306,69;4.276,55
03.01.2005;4.260,92;4.291,53;4.310,30;4.251,37
30.12.2004;4.254,38;4.256,08;4.261,96;4.251,06
29.12.2004;4.270,56;4.247,75;4.272,18;4.240,02
28.12.2004;4.253,81;4.261,79;4.262,05;4.242,59
27.12.2004;4.254,41;4.235,36;4.262,24;4.235,36
23.12.2004;4.234,05;4.251,62;4.253,68;4.234,05
22.12.2004;4.232,44;4.241,28;4.252,20;4.229,83
21.12.2004;4.201,43;4.214,39;4.221,61;4.199,42
20.12.2004;4.178,17;4.211,55;4.227,69;4.176,38
17.12.2004;4.235,78;4.182,27;4.241,82;4.173,59
16.12.2004;4.216,36;4.233,71;4.235,78;4.216,05
15.12.2004;4.239,39;4.213,69;4.243,76;4.211,93
14.12.2004;4.234,36;4.231,30;4.250,05;4.224,18
13.12.2004;4.189,34;4.219,24;4.228,99;4.188,21
10.12.2004;4.167,54;4.174,55;4.182,96;4.153,41
09.12.2004;4.197,95;4.150,41;4.206,61;4.131,24
08.12.2004;4.185,07;4.201,35;4.213,43;4.172,55
07.12.2004;4.197,50;4.212,62;4.231,46;4.192,28
06.12.2004;4.199,25;4.193,91;4.204,44;4.184,36
03.12.2004;4.225,38;4.208,87;4.233,52;4.191,10
02.12.2004;4.202,72;4.216,40;4.227,83;4.186,33
01.12.2004;4.108,55;4.186,03;4.187,71;4.107,62
30.11.2004;4.161,62;4.126,00;4.165,52;4.113,48
29.11.2004;4.160,89;4.146,98;4.219,05;4.146,98
26.11.2004;4.147,03;4.154,27;4.159,13;4.135,53
25.11.2004;4.137,06;4.160,35;4.161,55;4.131,13
24.11.2004;4.140,25;4.125,30;4.140,25;4.114,27
23.11.2004;4.143,72;4.113,37;4.160,22;4.107,40
22.11.2004;4.115,91;4.123,98;4.123,98;4.088,59
19.11.2004;4.179,76;4.134,89;4.202,45;4.133,22
18.11.2004;4.167,15;4.178,68;4.191,04;4.160,28
17.11.2004;4.126,60;4.183,41;4.183,41;4.116,21
16.11.2004;4.139,49;4.117,22;4.144,02;4.106,87
15.11.2004;4.162,93;4.134,34;4.171,98;4.130,11
12.11.2004;4.149,01;4.143,35;4.162,37;4.135,88
11.11.2004;4.081,06;4.130,81;4.141,15;4.078,09
10.11.2004;4.074,43;4.089,13;4.103,51;4.074,43
09.11.2004;4.075,63;4.065,33;4.086,06;4.058,99
08.11.2004;4.063,83;4.068,97;4.081,01;4.051,61
05.11.2004;4.075,01;4.063,58;4.111,78;4.048,05
04.11.2004;4.032,61;4.041,38;4.041,38;4.013,87
03.11.2004;4.061,41;4.039,04;4.073,53;4.028,24
02.11.2004;4.017,83;4.037,57;4.042,36;4.010,60
01.11.2004;3.961,18;4.012,64;4.017,85;3.959,25
29.10.2004;3.965,00;3.960,25;3.994,19;3.950,30
28.10.2004;3.951,70;3.959,59;3.975,82;3.947,93
27.10.2004;3.882,02;3.929,03;3.929,03;3.866,17
26.10.2004;3.861,50;3.862,26;3.870,89;3.843,58
25.10.2004;3.880,48;3.854,41;3.880,48;3.838,98
22.10.2004;3.932,62;3.935,14;3.968,47;3.924,43
21.10.2004;3.929,36;3.934,06;3.947,10;3.894,88
20.10.2004;3.918,36;3.912,40;3.918,36;3.889,72
19.10.2004;3.944,74;3.964,13;3.983,45;3.944,74
18.10.2004;3.926,51;3.915,17;3.937,40;3.897,61
15.10.2004;3.937,21;3.922,11;3.937,21;3.897,48
14.10.2004;3.961,34;3.940,46;3.961,34;3.928,90
13.10.2004;3.968,50;3.976,03;4.015,70;3.968,50
12.10.2004;4.011,22;3.966,48;4.011,22;3.943,74
11.10.2004;4.011,83;4.017,82;4.026,99;4.004,93
08.10.2004;4.028,79;4.015,54;4.065,98;4.001,52
07.10.2004;4.062,94;4.043,36;4.077,33;4.034,26
06.10.2004;4.046,30;4.049,66;4.062,19;4.030,74
05.10.2004;4.034,30;4.048,71;4.078,50;4.023,75
04.10.2004;4.005,64;4.033,28;4.059,27;4.005,64
01.10.2004;3.895,15;3.994,96;3.996,11;3.895,15
30.09.2004;3.934,59;3.892,90;3.950,66;3.887,83
29.09.2004;3.883,59;3.920,36;3.944,13;3.883,59
28.09.2004;3.867,50;3.882,27;3.888,85;3.848,28
27.09.2004;3.905,74;3.874,37;3.905,74;3.859,37
24.09.2004;3.900,52;3.910,30;3.917,72;3.887,84
23.09.2004;3.927,41;3.905,66;3.929,32;3.895,13
22.09.2004;3.989,85;3.942,35;3.999,47;3.935,76
21.09.2004;3.977,07;3.991,02;3.998,50;3.968,63
20.09.2004;3.986,33;3.977,68;3.986,33;3.954,16
17.09.2004;3.962,82;3.988,07;4.000,13;3.955,82
16.09.2004;3.941,57;3.963,65;3.968,14;3.940,96
15.09.2004;3.949,55;3.941,75;3.970,99;3.928,32
14.09.2004;3.954,49;3.947,75;3.955,04;3.933,26
13.09.2004;3.890,29;3.953,31;3.953,31;3.890,29
10.09.2004;3.855,41;3.886,03;3.896,60;3.855,41
09.09.2004;3.867,97;3.851,22;3.867,97;3.836,04
08.09.2004;3.890,69;3.884,16;3.898,73;3.875,40
07.09.2004;3.888,54;3.889,04;3.905,11;3.873,53
06.09.2004;3.867,45;3.887,58;3.891,62;3.867,45
03.09.2004;3.834,68;3.866,99;3.882,78;3.823,20
02.09.2004;3.814,99;3.833,45;3.844,53;3.797,98
01.09.2004;3.794,17;3.817,62;3.827,87;3.792,25
31.08.2004;3.829,74;3.785,21;3.829,74;3.778,19
30.08.2004;3.848,80;3.838,85;3.852,94;3.818,75
27.08.2004;3.833,49;3.851,18;3.856,03;3.811,70
26.08.2004;3.796,58;3.832,28;3.839,32;3.796,58
25.08.2004;3.790,13;3.788,88;3.801,76;3.770,78
24.08.2004;3.771,09;3.771,00;3.799,89;3.766,39
23.08.2004;3.722,23;3.772,14;3.782,37;3.722,23
20.08.2004;3.716,60;3.712,61;3.723,84;3.689,86
19.08.2004;3.729,87;3.722,99;3.758,51;3.706,10
18.08.2004;3.704,80;3.726,50;3.728,41;3.677,93
17.08.2004;3.696,21;3.705,73;3.735,84;3.679,22
16.08.2004;3.643,08;3.699,11;3.703,41;3.618,58
13.08.2004;3.648,89;3.646,99;3.662,78;3.618,69
12.08.2004;3.683,66;3.658,11;3.708,33;3.632,45
11.08.2004;3.722,61;3.678,91;3.731,45;3.636,96
10.08.2004;3.691,61;3.720,64;3.721,31;3.685,92
09.08.2004;3.726,51;3.690,33;3.736,55;3.666,05
06.08.2004;3.818,78;3.727,74;3.818,78;3.719,46
05.08.2004;3.834,27;3.829,03;3.858,66;3.828,69
04.08.2004;3.867,47;3.823,74;3.867,47;3.807,25
03.08.2004;3.869,14;3.877,32;3.891,78;3.864,79
02.08.2004;3.891,18;3.862,71;3.891,18;3.841,73
30.07.2004;3.900,89;3.895,61;3.911,30;3.867,08
29.07.2004;3.815,36;3.889,68;3.895,35;3.815,36
28.07.2004;3.829,04;3.807,21;3.856,66;3.797,74
27.07.2004;3.755,43;3.814,08;3.815,12;3.755,43
26.07.2004;3.795,66;3.752,59;3.811,38;3.749,04
23.07.2004;3.805,30;3.797,33;3.824,76;3.785,29
22.07.2004;3.867,21;3.801,05;3.867,21;3.796,29
21.07.2004;3.849,64;3.877,48;3.899,42;3.849,64
20.07.2004;3.809,36;3.837,60;3.839,73;3.785,34
19.07.2004;3.845,03;3.812,63;3.845,80;3.812,63
16.07.2004;3.848,14;3.845,93;3.883,06;3.837,63
15.07.2004;3.898,20;3.847,19;3.898,20;3.847,19
14.07.2004;3.894,57;3.898,84;3.898,84;3.851,35
13.07.2004;3.897,31;3.903,88;3.919,24;3.892,14
12.07.2004;3.911,54;3.893,24;3.928,07;3.884,42
09.07.2004;3.932,26;3.924,49;3.932,59;3.882,75
08.07.2004;3.921,42;3.934,48;3.936,99;3.894,73
07.07.2004;3.944,36;3.930,58;3.958,89;3.922,46
06.07.2004;4.001,54;3.944,88;4.008,10;3.935,92
05.07.2004;3.998,19;3.995,73;4.011,54;3.991,16
02.07.2004;4.030,46;3.998,77;4.030,46;3.990,50
01.07.2004;4.078,36;4.035,02;4.101,52;4.026,56
30.06.2004;4.070,07;4.052,73;4.090,75;4.052,73
29.06.2004;4.067,92;4.069,73;4.086,07;4.050,22
28.06.2004;4.016,82;4.069,35;4.076,58;4.004,50
25.06.2004;4.006,74;4.013,35;4.020,16;3.987,02
24.06.2004;3.954,21;4.007,05;4.012,67;3.954,21
23.06.2004;3.933,85;3.945,10;3.966,89;3.933,85
22.06.2004;3.985,42;3.928,39;3.985,42;3.916,42
21.06.2004;4.008,50;3.989,31;4.029,11;3.977,80
18.06.2004;3.976,30;3.999,79;4.004,86;3.966,22
17.06.2004;3.996,98;3.985,46;4.018,60;3.971,77
16.06.2004;3.991,08;4.003,24;4.014,81;3.991,08
15.06.2004;3.946,17;3.987,30;3.995,43;3.933,12
14.06.2004;4.008,61;3.948,65;4.008,61;3.939,17
11.06.2004;4.017,45;4.014,56;4.019,38;3.993,27
10.06.2004;3.997,21;4.021,64;4.027,40;3.992,53
09.06.2004;4.024,39;3.997,76;4.036,46;3.990,64
08.06.2004;4.021,79;4.018,95;4.040,77;4.003,12
07.06.2004;3.973,45;4.017,81;4.025,08;3.973,45
04.06.2004;3.917,80;3.961,93;3.973,57;3.913,77
03.06.2004;3.890,27;3.917,08;3.917,66;3.870,84
02.06.2004;3.868,94;3.888,31;3.917,73;3.868,94
01.06.2004;3.924,30;3.864,18;3.929,88;3.856,04
31.05.2004;3.904,39;3.921,41;3.927,95;3.898,40
28.05.2004;3.921,89;3.902,72;3.940,71;3.892,31
27.05.2004;3.872,03;3.913,33;3.926,62;3.872,03
26.05.2004;3.830,72;3.867,52;3.901,31;3.830,72
25.05.2004;3.859,64;3.828,07;3.859,64;3.809,98
24.05.2004;3.842,41;3.867,84;3.901,48;3.842,41
21.05.2004;3.842,24;3.831,84;3.869,20;3.808,60
20.05.2004;3.855,63;3.839,32;3.855,63;3.812,04
19.05.2004;3.799,43;3.872,26;3.883,15;3.799,43
18.05.2004;3.756,86;3.789,24;3.796,73;3.754,06
17.05.2004;3.801,47;3.754,37;3.801,47;3.710,02
14.05.2004;3.824,55;3.803,10;3.833,02;3.769,59
13.05.2004;3.781,75;3.824,93;3.827,03;3.779,75
12.05.2004;3.846,69;3.776,24;3.851,74;3.769,88
11.05.2004;3.790,71;3.849,84;3.850,52;3.790,71
10.05.2004;3.894,98;3.784,61;3.894,98;3.776,36
07.05.2004;3.909,61;3.895,64;3.923,16;3.852,90
06.05.2004;4.011,83;3.909,46;4.012,92;3.900,51
05.05.2004;3.975,66;4.022,10;4.029,32;3.964,29
04.05.2004;4.002,28;3.990,75;4.018,71;3.976,21
03.05.2004;3.972,88;4.007,65;4.011,44;3.945,52
30.04.2004;3.998,53;3.985,21;4.008,07;3.968,86
29.04.2004;4.051,25;4.008,91;4.061,95;3.987,00
28.04.2004;4.130,49;4.065,74;4.133,86;4.062,59
27.04.2004;4.124,69;4.134,10;4.151,08;4.112,86
26.04.2004;4.105,97;4.125,83;4.156,89;4.105,97
23.04.2004;4.080,37;4.103,62;4.129,14;4.080,37
22.04.2004;4.043,37;4.059,15;4.062,83;4.002,45
21.04.2004;4.050,47;4.026,15;4.055,26;4.013,30
20.04.2004;4.034,28;4.061,13;4.083,27;4.034,28
19.04.2004;4.033,00;4.025,07;4.040,68;3.995,59
16.04.2004;4.004,61;4.033,98;4.043,53;3.986,62
15.04.2004;4.011,27;4.004,61;4.034,32;3.989,21
14.04.2004;4.058,91;4.012,77;4.058,91;3.970,02
13.04.2004;4.016,09;4.071,42;4.094,23;4.016,09
08.04.2004;4.030,56;4.013,53;4.058,29;4.004,57
07.04.2004;4.023,71;4.001,16;4.048,61;4.000,44
06.04.2004;4.064,75;4.022,81;4.065,71;4.010,73
05.04.2004;4.015,23;4.048,60;4.059,08;4.006,47
02.04.2004;3.924,48;4.007,60;4.008,08;3.921,50
01.04.2004;3.858,34;3.924,85;3.928,63;3.857,04
31.03.2004;3.876,47;3.856,70;3.901,05;3.840,11
30.03.2004;3.880,40;3.874,04;3.883,66;3.845,57
29.03.2004;3.828,04;3.881,25;3.886,36;3.823,67
26.03.2004;3.834,85;3.822,33;3.849,99;3.802,23
25.03.2004;3.729,76;3.811,92;3.811,92;3.729,76
24.03.2004;3.732,30;3.726,07;3.758,44;3.692,40
23.03.2004;3.722,95;3.728,82;3.772,84;3.715,41
22.03.2004;3.802,53;3.729,23;3.802,53;3.696,18
19.03.2004;3.838,38;3.819,15;3.863,01;3.805,15
18.03.2004;3.898,38;3.827,43;3.902,74;3.821,88
17.03.2004;3.828,26;3.896,79;3.902,85;3.828,26
16.03.2004;3.810,88;3.822,37;3.851,01;3.775,11
15.03.2004;3.908,61;3.810,76;3.909,87;3.807,94
12.03.2004;3.879,63;3.915,38;3.920,41;3.824,54
11.03.2004;4.040,51;3.904,95;4.040,51;3.875,59
10.03.2004;4.077,64;4.044,70;4.077,64;4.024,81
09.03.2004;4.143,98;4.087,55;4.143,98;4.077,03
08.03.2004;4.131,34;4.145,99;4.163,19;4.131,34
05.03.2004;4.136,79;4.126,14;4.151,84;4.090,90
04.03.2004;4.077,31;4.133,78;4.138,85;4.077,31
03.03.2004;4.088,89;4.071,70;4.096,41;4.058,11
02.03.2004;4.057,08;4.100,34;4.101,06;4.057,08
01.03.2004;4.026,19;4.054,43;4.061,10;4.026,19
27.02.2004;4.027,36;4.018,16;4.052,58;4.017,91
26.02.2004;4.008,39;4.007,81;4.019,31;3.973,80
25.02.2004;3.993,30;3.995,34;4.008,03;3.960,41
24.02.2004;4.067,91;3.991,42;4.067,91;3.967,87
23.02.2004;4.074,11;4.068,71;4.106,08;4.065,25
20.02.2004;4.124,51;4.073,35;4.135,55;4.055,56
19.02.2004;4.099,92;4.141,53;4.147,34;4.099,92
18.02.2004;4.096,73;4.095,34;4.111,50;4.085,29
17.02.2004;4.073,77;4.095,86;4.099,80;4.070,65
16.02.2004;4.054,96;4.070,46;4.070,46;4.040,49
13.02.2004;4.121,45;4.057,05;4.130,75;4.047,92
12.02.2004;4.138,17;4.121,65;4.150,56;4.106,31
11.02.2004;4.111,89;4.122,16;4.125,59;4.101,14
10.02.2004;4.100,75;4.110,80;4.114,78;4.083,33
09.02.2004;4.051,36;4.098,97;4.102,46;4.051,36
06.02.2004;4.015,02;4.044,99;4.053,02;4.007,87
05.02.2004;4.025,40;4.014,79;4.054,93;4.009,56
04.02.2004;4.050,08;4.028,37;4.050,08;4.008,80
03.02.2004;4.074,42;4.057,51;4.075,80;4.019,00
02.02.2004;4.062,79;4.071,60;4.087,21;4.046,30
30.01.2004;4.106,65;4.058,60;4.116,52;4.048,52
29.01.2004;4.117,58;4.095,71;4.126,64;4.092,05
28.01.2004;4.124,49;4.150,24;4.157,18;4.105,97
27.01.2004;4.141,86;4.134,42;4.175,48;4.129,12
26.01.2004;4.152,09;4.128,68;4.152,09;4.116,07
23.01.2004;4.140,76;4.151,83;4.164,26;4.130,86
22.01.2004;4.144,04;4.139,86;4.171,49;4.129,23
21.01.2004;4.109,64;4.138,04;4.138,04;4.099,47
20.01.2004;4.141,33;4.106,41;4.156,08;4.101,54
19.01.2004;4.111,89;4.139,92;4.151,72;4.111,89
16.01.2004;4.090,80;4.111,64;4.122,93;4.090,80
15.01.2004;4.047,63;4.068,75;4.081,62;4.026,91
14.01.2004;3.993,33;4.055,21;4.056,23;3.980,33
13.01.2004;4.006,85;3.996,22;4.033,67;3.990,61
12.01.2004;4.010,05;3.995,91;4.010,05;3.980,19
09.01.2004;4.059,10;4.016,18;4.073,33;3.982,83
08.01.2004;4.013,15;4.045,43;4.070,47;4.013,15
07.01.2004;4.039,65;4.004,40;4.050,99;3.985,95
06.01.2004;4.038,42;4.035,44;4.047,03;4.003,48
05.01.2004;4.019,94;4.035,90;4.040,98;4.001,49
02.01.2004;3.969,04;4.018,50;4.022,96;3.969,04
